company_id,year,return_on_equity_pct,return_on_capital_employed_pct,roe_percentage,roce_percentage,roe_difference,roce_difference,category
MOTHERSON,Mar 2020,11.49,19.08,11.8,13.7,0.3100000000000005,5.379999999999999,Version Difference
MOTHERSON,Mar 2022,5.74,13.58,11.8,13.7,6.0600000000000005,0.11999999999999922,Version Difference
MOTHERSON,Mar 2024,11.55,20.23,11.8,13.7,0.25,6.530000000000001,Version Difference
NAUKRI,Mar 2013,12.5,19.87,2.44,3.65,10.06,16.220000000000002,Formula Discrepancy
NAUKRI,Mar 2014,8.93,14.41,2.44,3.65,6.49,10.76,Formula Discrepancy
NAUKRI,Mar 2016,7.65,5.89,2.44,3.65,5.210000000000001,2.2399999999999998,Version Difference
NAUKRI,Mar 2017,-2.7,-0.56,2.44,3.65,5.140000000000001,4.21,Version Difference
NAUKRI,Mar 2018,24.5,10.7,2.44,3.65,22.06,7.049999999999999,Data Source Issue
NAUKRI,Mar 2019,23.28,0.35,2.44,3.65,20.84,3.3,Data Source Issue
NAUKRI,Mar 2020,-11.21,-15.4,2.44,3.65,13.65,19.05,Formula Discrepancy
NAUKRI,Mar 2021,26.28,1.36,2.44,3.65,23.84,2.29,Data Source Issue
NAUKRI,Mar 2022,74.71,2.58,2.44,3.65,72.27,1.0699999999999998,Data Source Issue
NESTLEIND,Dec 2013,47.17,54.77,135.61,185.43,88.44000000000001,130.66,Data Source Issue
NESTLEIND,Dec 2014,41.77,71.37,135.61,185.43,93.84,114.06,Data Source Issue
NESTLEIND,Dec 2015,19.99,54.85,135.61,185.43,115.62000000000002,130.58,Data Source Issue
NESTLEIND,Dec 2016,30.5,55.81,135.61,185.43,105.11000000000001,129.62,Data Source Issue
NESTLEIND,Dec 2017,35.82,60.69,135.61,185.43,99.79000000000002,124.74000000000001,Data Source Issue
NESTLEIND,Dec 2018,43.75,70.6,135.61,185.43,91.86000000000001,114.83000000000001,Data Source Issue
NESTLEIND,Dec 2019,102.61,138.87,135.61,185.43,33.000000000000014,46.56,Data Source Issue
NESTLEIND,Dec 2020,103.12,147.83,135.61,185.43,32.49000000000001,37.599999999999994,Data Source Issue
NESTLEIND,Dec 2021,108.84,161.03,135.61,185.43,26.77000000000001,24.400000000000006,Data Source Issue
NESTLEIND,Dec 2022,97.23,135.75,135.61,185.43,38.38000000000001,49.68000000000001,Data Source Issue
NESTLEIND,Dec 2023,121.96,163.77,135.61,185.43,13.65000000000002,21.659999999999997,Data Source Issue
NESTLEIND,Mar 2024,117.75,157.75,135.61,185.43,17.860000000000014,27.680000000000007,Data Source Issue
ONGC,Mar 2013,15.73,25.11,14.32,19.71,1.4100000000000001,5.399999999999999,Version Difference
ONGC,Mar 2016,6.62,16.08,14.32,19.71,7.7,3.6300000000000026,Version Difference
ONGC,Mar 2020,5.59,15.57,14.32,19.71,8.73,4.140000000000001,Version Difference
ONGC,Mar 2021,9.67,13.97,14.32,19.71,4.65,5.74,Version Difference
PFC,Mar 2013,18.74,3.67,19.49,9.96,0.75,6.290000000000001,Version Difference
PFC,Mar 2014,19.85,4.07,19.49,9.96,0.360000000000003,5.890000000000001,Version Difference
PFC,Mar 2015,18.52,3.83,19.49,9.96,0.9699999999999989,6.130000000000001,Version Difference
PFC,Mar 2016,17.16,3.87,19.49,9.96,2.3299999999999983,6.090000000000001,Version Difference
PFC,Mar 2017,6.07,2.2,19.49,9.96,13.419999999999998,7.760000000000001,Formula Discrepancy
PFC,Mar 2018,22.08,2.44,19.49,9.96,2.59,7.520000000000001,Version Difference
PFC,Mar 2019,26.82,3.03,19.49,9.96,7.330000000000002,6.9300000000000015,Formula Discrepancy
PFC,Mar 2020,19.18,2.17,19.49,9.96,0.3099999999999987,7.790000000000001,Version Difference
PFC,Mar 2021,25.86,2.76,19.49,9.96,6.370000000000001,7.200000000000001,Formula Discrepancy
PFC,Mar 2022,26.18,3.19,19.49,9.96,6.690000000000001,6.770000000000001,Formula Discrepancy
PFC,Mar 2023,25.17,3.17,19.49,9.96,5.680000000000003,6.790000000000001,Formula Discrepancy
PFC,Mar 2024,26.16,3.49,19.49,9.96,6.670000000000002,6.470000000000001,Formula Discrepancy
PIDILITIND,Mar 2016,30.59,43.16,22.8,29.7,7.789999999999999,13.459999999999997,Formula Discrepancy
PIDILITIND,Mar 2017,24.86,35.36,22.8,29.7,2.0599999999999987,5.66,Version Difference
PIDILITIND,Mar 2018,27.03,36.25,22.8,29.7,4.23,6.550000000000001,Version Difference
PNB,Mar 2013,812.3,,8.7,1.63,803.5999999999999,,Data Source Issue
PNB,Mar 2014,393.36,,8.7,1.63,384.66,,Data Source Issue
PNB,Mar 2015,223.24,,8.7,1.63,214.54000000000002,,Data Source Issue
PNB,Mar 2016,-163.56,,8.7,1.63,172.26,,Data Source Issue
PNB,Mar 2017,22.21,,8.7,1.63,13.510000000000002,,Version Difference
PNB,Mar 2018,-184.37,,8.7,1.63,193.07,,Data Source Issue
PNB,Mar 2019,-128.45,,8.7,1.63,137.14999999999998,,Data Source Issue
PNB,Mar 2021,30.39,,8.7,1.63,21.69,,Data Source Issue
PNB,Mar 2022,39.87,,8.7,1.63,31.169999999999998,,Data Source Issue
PNB,Mar 2023,30.67,,8.7,1.63,21.970000000000002,,Data Source Issue
PNB,Mar 2024,61.32,,8.7,1.63,52.620000000000005,,Data Source Issue
POWERGRID,Mar 2014,13.11,10.9,19.0,13.2,5.890000000000001,2.299999999999999,Version Difference
POWERGRID,Mar 2015,13.13,11.08,19.0,13.2,5.869999999999999,2.119999999999999,Version Difference
POWERGRID,Mar 2016,13.55,11.92,19.0,13.2,5.449999999999999,1.2799999999999994,Version Difference
POWERGRID,Mar 2023,18.57,18.7,19.0,13.2,0.4299999999999997,5.5,Version Difference
POWERGRID,Mar 2024,17.87,18.91,19.0,13.2,1.129999999999999,5.710000000000001,Version Difference
RECLTD,Mar 2018,13.66,8.14,22.2,10.0,8.54,1.8599999999999994,Version Difference
RECLTD,Mar 2019,16.62,8.5,22.2,10.0,5.579999999999998,1.5,Version Difference
RECLTD,Mar 2020,14.05,8.07,22.2,10.0,8.149999999999999,1.9299999999999997,Version Difference
SBILIFE,Mar 2013,23.03,15.61,12.0,13.2,11.030000000000001,2.41,Version Difference
SBILIFE,Mar 2014,21.69,15.23,12.0,13.2,9.690000000000001,2.030000000000001,Version Difference
SBILIFE,Mar 2015,20.09,19.58,12.0,13.2,8.09,6.379999999999999,Formula Discrepancy
SBILIFE,Mar 2016,17.83,19.44,12.0,13.2,5.829999999999998,6.240000000000002,Formula Discrepancy
SBILIFE,Mar 2017,17.2,19.24,12.0,13.2,5.199999999999999,6.039999999999999,Formula Discrepancy
SBILIFE,Mar 2018,17.62,20.4,12.0,13.2,5.620000000000001,7.199999999999999,Formula Discrepancy
SBILIFE,Mar 2019,17.52,19.46,12.0,13.2,5.52,6.260000000000002,Formula Discrepancy
SBILIFE,Mar 2022,12.96,6.28,12.0,13.2,0.9600000000000009,6.919999999999999,Version Difference
SBILIFE,Mar 2023,13.22,0.94,12.0,13.2,1.2200000000000006,12.26,Version Difference
SBILIFE,Mar 2024,12.7,1.65,12.0,13.2,0.6999999999999993,11.549999999999999,Version Difference
SHREECEM,Jun 2013,26.12,30.42,12.2,14.8,13.920000000000002,15.620000000000001,Formula Discrepancy
SHREECEM,Jun 2014,16.71,23.52,12.2,14.8,4.510000000000002,8.719999999999999,Version Difference
SHREECEM,Jun 2015,8.07,21.7,12.2,14.8,4.129999999999999,6.899999999999999,Version Difference
SHREECEM,Mar 2017,17.39,27.95,12.2,14.8,5.190000000000001,13.149999999999999,Formula Discrepancy
SHREECEM,Mar 2018,15.56,20.11,12.2,14.8,3.360000000000001,5.309999999999999,Version Difference
SHREECEM,Mar 2019,10.5,22.42,12.2,14.8,1.6999999999999993,7.620000000000001,Version Difference
SHREECEM,Mar 2020,11.72,23.11,12.2,14.8,0.47999999999999865,8.309999999999999,Version Difference
SHREECEM,Mar 2021,15.18,23.21,12.2,14.8,2.9800000000000004,8.41,Version Difference
SHREECEM,Mar 2024,8.37,20.21,12.2,14.8,3.83,5.41,Version Difference
SHRIRAMFIN,Mar 2013,19.94,5.35,15.9,11.3,4.040000000000001,5.950000000000001,Version Difference
SHRIRAMFIN,Mar 2014,15.96,4.24,15.9,11.3,0.0600000000000005,7.0600000000000005,Version Difference
SHRIRAMFIN,Mar 2015,11.09,3.02,15.9,11.3,4.8100000000000005,8.280000000000001,Version Difference
SHRIRAMFIN,Mar 2016,11.64,3.04,15.9,11.3,4.26,8.260000000000002,Version Difference
SHRIRAMFIN,Mar 2017,11.17,3.06,15.9,11.3,4.73,8.24,Version Difference
SHRIRAMFIN,Mar 2018,18.62,3.97,15.9,11.3,2.7200000000000006,7.33,Version Difference
SHRIRAMFIN,Mar 2019,16.14,3.66,15.9,11.3,0.2400000000000002,7.640000000000001,Version Difference
SHRIRAMFIN,Mar 2020,13.85,3.16,15.9,11.3,2.0500000000000007,8.14,Version Difference
SHRIRAMFIN,Mar 2021,11.51,2.65,15.9,11.3,4.390000000000001,8.65,Version Difference
SHRIRAMFIN,Mar 2022,10.43,2.6,15.9,11.3,5.470000000000001,8.700000000000001,Formula Discrepancy
SHRIRAMFIN,Mar 2023,13.84,4.24,15.9,11.3,2.0600000000000005,7.0600000000000005,Version Difference
SHRIRAMFIN,Mar 2024,15.12,4.3,15.9,11.3,0.7800000000000011,7.000000000000001,Version Difference
SIEMENS,Sep 2011,22.75,30.69,19.1,25.6,3.6499999999999986,5.09,Version Difference
SIEMENS,Sep 2014,13.78,2.72,19.1,25.6,5.320000000000002,22.880000000000003,Data Source Issue
SIEMENS,Sep 2015,22.94,19.41,19.1,25.6,3.84,6.190000000000001,Version Difference
SIEMENS,Sep 2016,42.83,14.95,19.1,25.6,23.729999999999997,10.650000000000002,Data Source Issue
SIEMENS,Sep 2017,14.79,13.73,19.1,25.6,4.310000000000002,11.870000000000001,Version Difference
SIEMENS,Sep 2018,10.86,15.99,19.1,25.6,8.240000000000002,9.610000000000001,Formula Discrepancy
SIEMENS,Sep 2019,12.14,16.47,19.1,25.6,6.960000000000001,9.130000000000003,Formula Discrepancy
SIEMENS,Sep 2020,8.1,10.57,19.1,25.6,11.000000000000002,15.030000000000001,Formula Discrepancy
SIEMENS,Sep 2021,10.52,14.03,19.1,25.6,8.580000000000002,11.570000000000002,Formula Discrepancy
SIEMENS,Sep 2022,13.29,15.77,19.1,25.6,5.810000000000002,9.830000000000002,Formula Discrepancy
SIEMENS,Sep 2023,14.99,18.75,19.1,25.6,4.110000000000001,6.850000000000001,Version Difference
SIEMENS,Sep 2024,17.7,19.85,19.1,25.6,1.4000000000000021,5.75,Version Difference
SUNPHARMA,Mar 2013,23.14,31.37,16.7,17.3,6.440000000000001,14.07,Formula Discrepancy
SUNPHARMA,Mar 2014,20.94,33.21,16.7,17.3,4.240000000000002,15.91,Version Difference
SUNPHARMA,Mar 2015,21.36,22.79,16.7,17.3,4.66,5.489999999999998,Version Difference
SUNPHARMA,Mar 2018,6.63,11.56,16.7,17.3,10.07,5.74,Formula Discrepancy
SUNPHARMA,Mar 2019,7.75,12.28,16.7,17.3,8.95,5.020000000000001,Formula Discrepancy
SUNPHARMA,Mar 2020,9.22,13.03,16.7,17.3,7.479999999999999,4.270000000000001,Version Difference
SUNPHARMA,Mar 2021,4.89,16.83,16.7,17.3,11.809999999999999,0.4700000000000024,Version Difference
SUNPHARMA,Mar 2022,7.06,20.81,16.7,17.3,9.64,3.509999999999998,Version Difference
TATACONSUM,Mar 2016,-0.59,4.82,8.32,10.6,8.91,5.779999999999999,Formula Discrepancy
TATAMOTORS,Mar 2013,26.51,26.92,49.4,20.1,22.889999999999997,6.82,Data Source Issue
TATAMOTORS,Mar 2014,21.42,27.61,49.4,20.1,27.979999999999997,7.509999999999998,Data Source Issue
TATAMOTORS,Mar 2015,25.01,30.21,49.4,20.1,24.389999999999997,10.11,Data Source Issue
TATAMOTORS,Mar 2016,14.79,25.89,49.4,20.1,34.61,5.789999999999999,Data Source Issue
TATAMOTORS,Mar 2017,13.02,21.65,49.4,20.1,36.379999999999995,1.5499999999999972,Data Source Issue
TATAMOTORS,Mar 2018,9.53,17.06,49.4,20.1,39.87,3.0400000000000027,Data Source Issue
TATAMOTORS,Mar 2019,-47.73,14.83,49.4,20.1,97.13,5.270000000000001,Data Source Issue
TATAMOTORS,Mar 2020,-18.98,9.57,49.4,20.1,68.38,10.530000000000001,Data Source Issue
TATAMOTORS,Mar 2021,-24.25,16.36,49.4,20.1,73.65,3.740000000000002,Data Source Issue
TATAMOTORS,Mar 2022,-25.38,12.94,49.4,20.1,74.78,7.160000000000002,Data Source Issue
TATAMOTORS,Mar 2023,5.94,17.73,49.4,20.1,43.46,2.370000000000001,Data Source Issue
TATAMOTORS,Mar 2024,37.46,30.98,49.4,20.1,11.939999999999998,10.879999999999999,Formula Discrepancy
TATAPOWER,Mar 2013,1.0,11.14,11.3,11.1,10.3,0.040000000000000924,Version Difference
TATAPOWER,Mar 2014,0.1,13.15,11.3,11.1,11.200000000000001,2.0500000000000007,Version Difference
TATAPOWER,Mar 2015,3.19,11.47,11.3,11.1,8.110000000000001,0.370000000000001,Version Difference
TATAPOWER,Mar 2016,6.76,4.17,11.3,11.1,4.540000000000001,6.93,Version Difference
TATAPOWER,Mar 2018,15.92,3.53,11.3,11.1,4.619999999999999,7.57,Version Difference
TATAPOWER,Mar 2019,14.24,4.6,11.3,11.1,2.9399999999999995,6.5,Version Difference
TATASTEEL,Mar 2013,-21.28,3.86,6.55,7.02,27.830000000000002,3.1599999999999997,Data Source Issue
TATASTEEL,Mar 2014,9.04,13.25,6.55,7.02,2.4899999999999993,6.23,Version Difference
TATASTEEL,Mar 2015,-12.56,3.04,6.55,7.02,19.11,3.9799999999999995,Version Difference
TATASTEEL,Mar 2016,-1.14,-0.5,6.55,7.02,7.6899999999999995,7.52,Formula Discrepancy
TATASTEEL,Mar 2017,-11.02,10.88,6.55,7.02,17.57,3.860000000000001,Version Difference
TATASTEEL,Mar 2018,29.15,14.01,6.55,7.02,22.599999999999998,6.99,Data Source Issue
TATASTEEL,Mar 2019,13.23,17.27,6.55,7.02,6.680000000000001,10.25,Formula Discrepancy
TATASTEEL,Mar 2021,11.03,18.74,6.55,7.02,4.4799999999999995,11.719999999999999,Version Difference
TATASTEEL,Mar 2022,36.48,33.42,6.55,7.02,29.929999999999996,26.400000000000002,Data Source Issue
TATASTEEL,Mar 2023,7.83,17.18,6.55,7.02,1.2800000000000002,10.16,Version Difference
TATASTEEL,Mar 2024,-5.33,12.42,6.55,7.02,11.879999999999999,5.4,Formula Discrepancy
TCS,Mar 2013,36.52,46.4,0.52,64.3,36.0,17.9,Data Source Issue
TCS,Mar 2014,39.3,50.82,0.52,64.3,38.779999999999994,13.479999999999997,Data Source Issue
TCS,Mar 2015,39.62,48.01,0.52,64.3,39.099999999999994,16.29,Data Source Issue
TCS,Mar 2016,34.24,43.01,0.52,64.3,33.72,21.29,Data Source Issue
TCS,Mar 2017,30.57,37.35,0.52,64.3,30.05,26.949999999999996,Data Source Issue
TCS,Mar 2018,30.4,38.09,0.52,64.3,29.88,26.209999999999994,Data Source Issue
TCS,Mar 2019,35.29,44.14,0.52,64.3,34.769999999999996,20.159999999999997,Data Source Issue
TCS,Mar 2020,38.57,45.62,0.52,64.3,38.05,18.68,Data Source Issue
TCS,Mar 2021,37.67,49.4,0.52,64.3,37.15,14.899999999999999,Data Source Issue
TCS,Mar 2022,43.13,54.72,0.52,64.3,42.61,9.579999999999998,Data Source Issue
TCS,Mar 2023,46.78,60.4,0.52,64.3,46.26,3.8999999999999986,Data Source Issue
TCS,Mar 2024,50.94,65.27,0.52,64.3,50.419999999999995,0.9699999999999989,Data Source Issue
TECHM,Mar 2013,24.09,20.89,8.63,11.9,15.459999999999999,8.99,Formula Discrepancy
TECHM,Mar 2014,33.35,43.71,8.63,11.9,24.72,31.810000000000002,Data Source Issue
TECHM,Mar 2015,21.71,32.38,8.63,11.9,13.08,20.480000000000004,Data Source Issue
TECHM,Mar 2016,20.75,27.16,8.63,11.9,12.12,15.26,Formula Discrepancy
TECHM,Mar 2017,17.35,23.5,8.63,11.9,8.72,11.6,Formula Discrepancy
TECHM,Mar 2018,20.09,22.18,8.63,11.9,11.459999999999999,10.28,Formula Discrepancy
TECHM,Mar 2019,21.14,28.15,8.63,11.9,12.51,16.25,Formula Discrepancy
TECHM,Mar 2020,17.87,21.59,8.63,11.9,9.24,9.69,Formula Discrepancy
TECHM,Mar 2021,17.51,24.48,8.63,11.9,8.88,12.58,Formula Discrepancy
TECHM,Mar 2022,20.94,27.18,8.63,11.9,12.31,15.28,Formula Discrepancy
TECHM,Mar 2023,17.39,25.32,8.63,11.9,8.76,13.42,Formula Discrepancy
TITAN,Mar 2013,36.8,51.47,32.9,22.7,3.8999999999999986,28.77,Data Source Issue
TITAN,Mar 2014,29.13,31.44,32.9,22.7,3.7699999999999996,8.740000000000002,Version Difference
TITAN,Mar 2015,26.46,36.21,32.9,22.7,6.439999999999998,13.510000000000002,Formula Discrepancy
TITAN,Mar 2016,19.25,25.94,32.9,22.7,13.649999999999999,3.240000000000002,Version Difference
TITAN,Mar 2017,16.47,19.04,32.9,22.7,16.43,3.66,Version Difference
TITAN,Mar 2018,21.65,24.24,32.9,22.7,11.25,1.5399999999999991,Version Difference
TITAN,Mar 2019,22.88,23.56,32.9,22.7,10.02,0.8599999999999994,Version Difference
TITAN,Mar 2020,22.39,24.07,32.9,22.7,10.509999999999998,1.370000000000001,Version Difference
TITAN,Mar 2021,12.99,13.13,32.9,22.7,19.909999999999997,9.569999999999999,Formula Discrepancy
TITAN,Mar 2022,23.63,20.17,32.9,22.7,9.27,2.5299999999999976,Version Difference
TITAN,Mar 2023,27.63,23.01,32.9,22.7,5.27,0.3100000000000023,Version Difference
TORNTPHARM,Mar 2013,30.59,32.96,24.2,23.2,6.390000000000001,9.760000000000002,Formula Discrepancy
TORNTPHARM,Mar 2014,34.89,31.47,24.2,23.2,10.690000000000001,8.27,Formula Discrepancy
TORNTPHARM,Mar 2015,30.15,19.5,24.2,23.2,5.949999999999999,3.6999999999999993,Version Difference
TORNTPHARM,Mar 2016,49.6,46.75,24.2,23.2,25.400000000000002,23.55,Data Source Issue
TORNTPHARM,Mar 2018,14.67,12.17,24.2,23.2,9.53,11.03,Formula Discrepancy
TORNTPHARM,Mar 2019,9.23,18.42,24.2,23.2,14.969999999999999,4.779999999999998,Version Difference
TORNTPHARM,Mar 2022,13.05,24.25,24.2,23.2,11.149999999999999,1.0500000000000007,Version Difference
TORNTPHARM,Mar 2024,24.15,30.96,24.2,23.2,0.05000000000000071,7.760000000000002,Version Difference
TRENT,Mar 2013,-2.19,0.32,27.2,23.8,29.39,23.48,Data Source Issue
TRENT,Mar 2014,-1.92,-0.76,27.2,23.8,29.119999999999997,24.560000000000002,Data Source Issue
TRENT,Mar 2015,9.07,5.21,27.2,23.8,18.13,18.59,Formula Discrepancy
TRENT,Mar 2016,3.76,4.83,27.2,23.8,23.439999999999998,18.97,Data Source Issue
TRENT,Mar 2017,5.49,6.91,27.2,23.8,21.71,16.89,Data Source Issue
TRENT,Mar 2018,5.45,10.47,27.2,23.8,21.75,13.33,Data Source Issue
TRENT,Mar 2019,5.77,11.26,27.2,23.8,21.43,12.540000000000001,Data Source Issue
TRENT,Mar 2020,4.44,19.68,27.2,23.8,22.759999999999998,4.120000000000001,Data Source Issue
TRENT,Mar 2021,-7.83,4.36,27.2,23.8,35.03,19.44,Data Source Issue
TRENT,Mar 2022,1.48,8.39,27.2,23.8,25.72,15.41,Data Source Issue
TRENT,Mar 2023,15.18,15.78,27.2,23.8,12.02,8.020000000000001,Formula Discrepancy
TRENT,Mar 2024,36.31,33.86,27.2,23.8,9.110000000000003,10.059999999999999,Formula Discrepancy
INDIGO,Mar 2013,17886.36,54207.79,,24.5,,54183.29,Data Source Issue
INDIGO,Mar 2014,10772.73,58065.22,,24.5,,58040.72,Data Source Issue
INDIGO,Mar 2015,4939.39,39546.05,,24.5,,39521.55,Data Source Issue
INDIGO,Mar 2016,1534.78,9443.96,,24.5,,9419.46,Data Source Issue
INDIGO,Mar 2017,1692.86,10908.0,,24.5,,10883.5,Data Source Issue
INDIGO,Mar 2018,2242.0,12981.17,,24.5,,12956.67,Data Source Issue
INDIGO,Mar 2019,120.93,13201.84,,24.5,,13177.34,Data Source Issue
INDIGO,Mar 2020,-138.55,12475.2,,24.5,,12450.7,Data Source Issue
INDIGO,Mar 2021,-1094.15,2554.62,,24.5,,2530.12,Data Source Issue
INDIGO,Mar 2022,-48.77,3832.78,,24.5,,3808.28,Data Source Issue
INDIGO,Mar 2023,-40.8,6074.27,,24.5,,6049.77,Data Source Issue
INDIGO,Mar 2024,892.57,5640.88,,24.5,,5616.38,Data Source Issue
