company_id,compounded_sales_growth_5_years,compounded_profit_growth_5_years,roe_5_years,revenue_cagr_5yr,pat_cagr_5yr,return_on_equity_pct,sales_difference,profit_difference,roe_difference
TCS,10.0,8.0,44.0,10.46,7.87,50.94,0.46,0.13,6.94
